'seconds','uV','uV','uV','uV','uV',''
43.568,4.700,5.100,4.600,-1.400,-10.600,0.500
43.569,2.800,5.000,4.700,-1.800,-10.900,0.500
43.570,0.700,4.600,4.400,-2.600,-11.500,0.500
43.571,-0.500,4.000,3.600,-3.600,-12.100,0.500
43.572,-0.300,3.400,2.600,-4.500,-12.300,0.500
43.573,1.200,2.900,1.800,-5.000,-12.000,0.500
43.574,2.900,2.700,1.400,-4.700,-11.400,0.500
43.575,3.500,2.800,1.500,-4.000,-10.800,0.500
43.576,2.500,3.000,2.300,-3.100,-10.300,0.500
43.577,0.500,3.400,3.500,-2.400,-9.900,0.500
43.578,-1.000,3.700,4.800,-2.000,-9.300,0.500
43.579,-0.700,4.000,5.800,-2.000,-8.700,0.500
43.580,1.600,4.000,6.400,-2.300,-8.100,0.500
43.581,4.800,3.700,6.400,-2.700,-7.900,0.500
43.582,7.000,3.100,5.900,-3.200,-8.500,0.500
43.583,7.100,2.500,5.000,-3.700,-9.700,0.500
43.584,5.100,2.100,4.300,-3.900,-11.100,0.500
43.585,2.600,2.200,4.000,-3.800,-11.900,0.500
43.586,1.200,2.900,4.500,-3.200,-11.500,0.500
43.587,1.900,4.000,5.600,-2.400,-10.200,0.500
43.588,3.900,5.000,7.000,-1.700,-8.300,0.500
43.589,5.600,5.600,8.300,-1.500,-6.700,0.500
43.590,5.500,5.600,9.200,-1.700,-5.700,0.500
43.591,3.500,5.200,9.600,-2.200,-5.500,0.500
43.592,0.600,5.100,9.900,-2.400,-5.700,0.500
43.593,-1.400,5.600,10.100,-2.200,-5.900,0.500
43.594,-1.500,6.700,10.500,-1.400,-5.800,0.500
43.595,0.300,8.100,11.100,-0.500,-5.300,0.500
43.596,2.900,9.200,11.600,0.000,-4.900,0.500
43.597,5.100,9.700,12.000,-0.300,-4.900,0.500
43.598,6.200,9.500,12.200,-1.100,-5.400,0.500
43.599,6.400,9.100,12.200,-2.200,-6.400,0.500
43.600,6.300,8.600,11.900,-3.100,-7.600,0.500
43.601,6.600,8.300,11.300,-3.600,-8.900,0.500
43.602,7.200,8.000,10.400,-4.000,-10.100,0.500
43.603,7.800,7.400,9.200,-4.500,-11.200,0.500
43.604,7.900,6.500,7.900,-5.300,-12.100,0.500
43.605,7.300,5.500,6.900,-6.000,-12.600,0.500
43.606,6.200,4.700,6.200,-6.300,-12.900,0.500
43.607,5.300,4.600,6.000,-5.900,-12.700,0.500
43.608,4.800,5.300,6.200,-4.900,-12.100,0.500
43.609,5.000,6.300,6.600,-3.700,-11.400,0.500
43.610,5.500,7.100,7.000,-2.800,-10.800,0.500
43.611,6.000,7.400,7.200,-2.800,-10.400,0.500
43.612,6.100,7.100,7.200,-3.400,-10.600,0.500
43.613,5.500,6.600,6.900,-4.400,-11.100,0.500
43.614,4.600,6.200,6.400,-5.200,-11.700,0.500
43.615,3.500,6.100,5.900,-5.700,-12.300,0.500
43.616,2.700,6.000,5.400,-5.800,-12.500,0.500
43.617,2.200,5.800,5.300,-5.500,-12.400,0.500
43.618,2.100,5.400,5.700,-5.100,-12.200,0.500
43.619,2.200,4.800,6.700,-4.600,-11.900,0.500
43.620,2.400,4.300,8.000,-4.100,-11.700,0.500
43.621,2.500,3.900,9.200,-3.600,-11.500,0.500
43.622,2.500,3.700,9.900,-3.300,-11.200,0.500
43.623,2.100,3.600,10.000,-3.300,-10.600,0.500
43.624,1.400,3.400,9.300,-3.500,-9.900,0.500
43.625,0.600,3.100,8.100,-3.600,-9.200,0.500
43.626,-0.100,2.800,6.800,-3.500,-8.600,0.500
43.627,-0.200,2.700,5.600,-3.100,-8.200,0.500
43.628,0.300,2.700,4.600,-2.500,-8.300,0.500
43.629,1.200,2.700,3.800,-2.300,-8.500,0.500
43.630,2.200,2.400,2.900,-2.400,-8.900,0.500
43.631,2.900,1.900,2.100,-2.900,-9.100,0.500
43.632,3.300,1.400,1.600,-3.300,-9.000,0.500
43.633,3.600,1.400,1.500,-3.200,-8.500,0.500
43.634,4.100,2.300,2.200,-2.400,-7.700,0.500
43.635,4.600,4.000,3.400,-1.100,-6.900,0.500
43.636,4.800,6.200,4.600,0.200,-6.100,0.500
43.637,4.300,8.200,5.400,1.100,-5.700,0.500
43.638,3.300,9.700,5.600,1.300,-5.600,0.500
43.639,2.500,10.300,5.100,1.100,-5.700,0.500
43.640,2.700,10.300,4.400,0.600,-5.900,0.500
43.641,4.100,10.000,3.900,0.100,-6.000,0.500
43.642,6.200,9.900,3.800,-0.200,-6.100,0.500
43.643,7.800,9.900,4.100,-0.600,-6.200,0.500
43.644,8.300,9.700,4.600,-1.200,-6.600,0.500
43.645,7.700,9.100,5.000,-1.900,-7.300,0.500
43.646,7.200,7.800,5.100,-2.800,-8.400,0.500
43.647,7.900,6.000,4.900,-3.500,-9.700,0.500
43.648,9.800,4.300,4.500,-4.100,-10.900,0.500
43.649,11.600,3.000,4.000,-4.500,-11.700,0.500
43.650,11.700,2.300,3.300,-4.500,-12.100,0.500
43.651,9.200,2.100,2.400,-4.100,-11.800,0.500
43.652,4.800,2.200,1.400,-3.300,-11.100,0.500
43.653,0.700,2.000,0.600,-2.500,-10.200,0.500
43.654,-1.000,1.700,0.000,-1.800,-9.500,0.500
43.655,0.400,1.200,-0.200,-1.700,-9.000,0.500
43.656,3.800,0.600,-0.200,-2.300,-8.900,0.500
43.657,6.900,0.100,-0.200,-3.400,-8.900,0.500
43.658,7.900,-0.200,-0.200,-4.400,-8.800,0.500
43.659,6.800,-0.300,-0.300,-4.700,-8.600,0.500
43.660,5.000,0.100,0.000,-4.000,-8.300,0.500
43.661,4.700,0.900,0.600,-2.700,-8.200,0.500
43.662,6.700,2.200,1.500,-1.300,-8.400,0.500
43.663,10.100,3.700,2.500,-0.400,-8.800,0.500
43.664,12.900,5.100,3.300,-0.200,-9.200,0.500
43.665,13.000,6.400,3.800,-0.300,-9.400,0.500
43.666,10.100,7.400,4.200,0.000,-9.000,0.500
43.667,5.300,8.500,4.800,1.000,-7.900,0.500
43.668,1.000,9.900,5.900,3.000,-6.400,0.500
43.669,-0.800,11.600,7.600,5.700,-4.500,0.500
43.670,0.500,13.500,9.600,8.700,-2.300,0.500
43.671,3.900,15.200,11.400,11.300,0.200,0.500
43.672,7.500,16.700,12.900,13.400,2.700,0.500
43.673,9.900,17.600,13.900,14.900,5.100,0.500
43.674,10.800,18.000,14.700,16.100,7.000,0.500
43.675,10.700,17.900,15.600,17.300,8.400,0.500
43.676,10.700,17.300,16.800,18.800,9.300,0.500
43.677,11.100,16.200,18.200,20.600,10.200,0.500
43.678,11.500,14.500,19.500,22.100,11.300,0.500
43.679,11.300,12.200,20.300,22.900,13.000,0.500
43.680,9.900,9.400,20.300,22.700,15.100,0.500
43.681,7.600,6.100,19.500,21.500,17.400,0.500
43.682,5.300,2.400,18.300,19.600,19.700,0.500
43.683,4.200,-1.500,17.000,17.800,21.900,0.500
43.684,4.500,-5.400,15.900,16.500,24.100,0.500
43.685,5.800,-9.200,15.400,15.800,26.500,0.500
43.686,6.800,-13.000,15.300,15.600,28.900,0.500
43.687,6.800,-16.700,15.300,15.300,31.300,0.500
43.688,5.500,-20.500,15.100,14.900,33.301,0.500
43.689,3.600,-24.300,14.400,14.500,34.701,0.500
43.690,2.100,-28.100,12.800,14.300,35.601,0.500
43.691,1.600,-31.700,10.600,14.100,36.101,0.500
43.692,2.400,-35.401,7.900,13.700,36.101,0.500
43.693,4.100,-39.201,5.000,12.500,35.501,0.500
43.694,6.300,-43.101,2.200,10.200,34.301,0.500
43.695,8.600,-47.101,-0.200,6.700,32.300,0.500
43.696,10.700,-50.901,-2.100,2.700,29.500,0.500
43.697,12.600,-53.901,-3.300,-0.900,26.400,0.500
43.698,13.800,-55.901,-4.000,-3.300,23.600,0.500
43.699,14.000,-56.701,-4.100,-4.100,21.600,0.500
43.700,13.200,-56.601,-3.800,-3.600,20.700,0.500
43.701,11.700,-55.901,-3.200,-2.600,20.500,0.500
43.702,10.200,-54.701,-2.400,-1.700,20.300,0.500
43.703,9.200,-53.201,-1.600,-1.600,19.300,0.500
43.704,9.000,-51.301,-0.900,-2.500,17.000,0.500
43.705,9.500,-49.001,-0.600,-4.400,13.100,0.500
43.706,10.200,-46.201,-0.600,-7.000,8.000,0.500
43.707,10.900,-42.901,-1.300,-10.000,2.100,0.500
43.708,11.400,-39.101,-2.400,-13.100,-3.900,0.500
43.709,11.600,-34.601,-4.100,-16.100,-9.700,0.500
43.710,11.300,-29.600,-6.100,-18.600,-14.900,0.500
43.711,10.400,-24.400,-8.000,-20.500,-19.400,0.500
43.712,9.100,-19.500,-9.500,-21.600,-23.200,0.500
43.713,7.900,-15.200,-10.000,-21.900,-26.200,0.500
43.714,7.800,-12.000,-9.400,-21.700,-28.400,0.500
43.715,9.200,-9.600,-7.800,-21.300,-29.600,0.500
43.716,12.000,-8.100,-5.600,-20.900,-30.100,0.500
43.717,15.200,-7.000,-3.600,-20.700,-30.200,0.500
43.718,16.900,-6.100,-2.300,-20.900,-30.100,0.500
43.719,16.100,-5.500,-2.100,-21.200,-30.200,0.500
43.720,13.000,-5.200,-2.700,-21.600,-30.600,0.500
43.721,9.000,-4.900,-3.800,-21.900,-31.200,0.500
43.722,5.900,-4.600,-5.000,-21.900,-31.800,0.500
43.723,5.100,-4.100,-5.900,-21.400,-32.100,0.500
43.724,6.300,-3.400,-6.600,-20.400,-32.100,0.500
43.725,8.300,-2.600,-7.100,-19.100,-31.700,0.500
43.726,9.400,-2.000,-7.400,-17.600,-30.900,0.500
43.727,8.600,-1.500,-7.500,-16.100,-29.800,0.500
43.728,6.500,-1.200,-7.100,-14.800,-28.600,0.500
43.729,3.900,-1.000,-6.600,-13.700,-27.300,0.500
43.730,2.100,-0.900,-6.000,-13.000,-25.900,0.500
43.731,1.300,-0.900,-5.600,-12.600,-24.600,0.500
43.732,1.200,-1.300,-5.600,-12.500,-23.600,0.500
43.733,1.000,-2.200,-5.800,-12.400,-22.800,0.500
43.734,0.700,-3.400,-6.000,-12.200,-22.400,0.500
43.735,0.300,-4.400,-5.800,-11.700,-22.200,0.500
43.736,0.800,-4.900,-5.000,-10.700,-21.800,0.500
43.737,2.400,-4.500,-3.800,-9.200,-20.900,0.500
43.738,4.800,-3.500,-2.500,-7.300,-19.200,0.500
43.739,7.100,-2.100,-1.300,-5.300,-17.000,0.500
43.740,8.000,-0.700,-0.200,-3.400,-14.500,0.500
43.741,6.800,0.400,0.800,-1.900,-12.300,0.500
43.742,3.800,1.200,1.900,-0.700,-10.500,0.500
43.743,0.000,1.700,3.000,0.000,-9.200,0.500
43.744,-3.100,2.100,4.000,0.300,-8.300,0.500
43.745,-4.500,2.500,4.800,0.200,-7.500,0.500
43.746,-3.800,2.700,5.300,-0.100,-6.800,0.500
43.747,-1.900,2.900,5.400,-0.500,-6.400,0.500
43.748,0.200,3.000,5.300,-0.900,-6.500,0.500
43.749,1.400,2.700,5.200,-1.100,-7.000,0.500
43.750,1.200,2.100,5.000,-1.200,-7.800,0.500
43.751,0.200,1.100,4.700,-1.000,-8.800,0.500
43.752,-1.000,0.000,4.400,-0.800,-9.600,0.500
43.753,-1.600,-0.900,4.100,-0.600,-10.100,0.500
43.754,-1.600,-1.300,4.000,-0.200,-10.300,0.500
43.755,-1.100,-1.100,4.400,0.200,-10.200,0.500
43.756,-0.900,-0.600,5.100,0.800,-9.900,0.500
43.757,-1.100,-0.300,6.000,1.300,-9.600,0.500
43.758,-1.400,-0.400,6.600,1.500,-9.300,0.500
43.759,-1.500,-1.300,6.600,1.300,-9.200,0.500
43.760,-0.800,-2.400,6.200,0.600,-9.200,0.500
43.761,0.300,-3.500,5.500,-0.500,-9.400,0.500
43.762,1.300,-3.900,5.000,-1.700,-9.500,0.500
43.763,1.600,-3.700,4.900,-2.600,-9.500,0.500
43.764,0.900,-3.200,5.100,-3.100,-9.300,0.500
43.765,-0.300,-2.600,5.200,-3.000,-9.100,0.500
43.766,-1.600,-2.400,4.800,-2.400,-8.800,0.500
43.767,-2.500,-2.500,3.900,-1.600,-8.400,0.500
43.768,-2.700,-2.700,2.500,-0.800,-8.000,0.500
43.769,-2.700,-3.000,1.300,0.000,-7.600,0.500
43.770,-2.600,-3.100,0.600,0.500,-7.100,0.500
43.771,-2.600,-3.200,0.400,0.700,-6.900,0.500
43.772,-2.300,-3.200,0.400,0.700,-6.800,0.500
43.773,-1.400,-3.400,0.200,0.300,-6.900,0.500
43.774,0.100,-3.500,-0.400,-0.100,-7.000,0.500
43.775,1.600,-3.700,-1.300,-0.600,-7.000,0.500
43.776,2.400,-3.800,-2.000,-0.800,-6.700,0.500
43.777,2.100,-4.000,-2.100,-0.800,-6.400,0.500
43.778,0.800,-4.200,-1.500,-0.700,-6.100,0.500
43.779,-0.600,-4.400,-0.500,-0.300,-6.100,0.500
43.780,-1.100,-4.600,0.400,0.100,-6.200,0.500
43.781,-0.200,-4.600,0.800,0.700,-6.200,0.500
43.782,1.800,-4.400,0.800,1.400,-5.900,0.500
43.783,3.900,-3.900,0.500,1.900,-5.100,0.500
43.784,5.200,-3.600,0.600,2.400,-4.100,0.500
43.785,5.500,-3.500,1.300,2.600,-3.300,0.500
43.786,5.300,-3.800,2.600,2.600,-2.900,0.500
43.787,5.500,-4.400,4.100,2.400,-3.200,0.500
43.788,6.800,-5.100,5.400,2.200,-3.800,0.500
43.789,8.600,-5.600,6.000,2.200,-4.300,0.500
43.790,9.900,-5.700,5.900,2.300,-4.600,0.500
43.791,9.600,-5.600,5.300,2.600,-4.300,0.500
43.792,7.100,-5.300,4.600,3.100,-3.700,0.500
43.793,3.400,-5.000,4.200,3.600,-3.000,0.500
43.794,0.200,-5.000,4.100,3.900,-2.600,0.500
43.795,-1.100,-5.200,4.200,4.200,-2.400,0.500
43.796,0.100,-5.500,4.200,4.300,-2.400,0.500
43.797,2.700,-5.900,3.800,4.400,-2.200,0.500
43.798,5.200,-6.000,2.900,4.300,-2.000,0.500
43.799,6.200,-6.000,1.800,3.800,-1.700,0.500
43.800,5.400,-5.800,0.700,2.900,-1.700,0.500
43.801,3.900,-5.700,-0.200,1.600,-2.100,0.500
43.802,2.900,-5.800,-0.700,0.300,-3.000,0.500
43.803,3.100,-6.000,-1.000,-0.600,-3.900,0.500
43.804,4.200,-6.300,-1.100,-0.700,-4.300,0.500
43.805,4.800,-6.400,-1.000,0.100,-3.900,0.500
43.806,3.900,-6.200,-0.700,1.500,-2.800,0.500
43.807,1.600,-5.600,-0.100,2.900,-1.500,0.500
43.808,-0.900,-5.000,0.900,3.900,-0.400,0.500
43.809,-2.000,-4.500,2.000,4.400,0.200,0.500
43.810,-0.900,-4.200,3.200,4.400,0.500,0.500
43.811,1.900,-4.200,4.200,4.400,0.600,0.500
43.812,5.000,-4.400,4.900,4.500,0.800,0.500
43.813,6.700,-4.600,5.300,4.700,1.200,0.500
43.814,6.200,-4.700,5.400,4.700,1.700,0.500
43.815,4.000,-4.900,5.400,4.400,1.900,0.500
43.816,1.300,-5.100,5.200,3.800,1.800,0.500
43.817,-0.800,-5.400,5.100,3.100,1.500,0.500
43.818,-1.600,-6.000,5.000,2.500,1.100,0.500
43.819,-1.200,-6.600,4.800,2.100,0.700,0.500
43.820,-0.100,-7.400,4.500,2.000,0.500,0.500
43.821,1.300,-7.900,4.100,2.000,0.300,0.500
43.822,2.600,-8.100,3.500,2.100,0.200,0.500
43.823,3.700,-7.900,2.800,2.300,0.300,0.500
43.824,4.200,-7.400,2.100,2.500,0.400,0.500
43.825,4.100,-6.900,1.600,2.900,0.600,0.500
43.826,3.600,-6.400,1.300,3.300,0.600,0.500
43.827,3.500,-6.300,1.500,3.500,0.700,0.500
43.828,4.300,-6.200,2.000,3.600,1.100,0.500
43.829,6.500,-6.100,3.000,3.600,2.200,0.500
43.830,9.700,-5.700,4.300,4.000,4.200,0.500
43.831,13.300,-4.800,6.100,5.000,7.100,0.500
43.832,16.900,-3.400,8.200,6.800,10.700,0.500
43.833,20.400,-1.600,10.600,9.300,14.700,0.500
43.834,24.300,0.600,13.600,12.300,18.800,0.500
43.835,29.500,3.200,17.100,15.800,23.100,0.500
43.836,36.701,6.300,21.200,19.400,27.800,0.500
43.837,46.001,9.600,25.500,22.900,32.700,0.500
43.838,57.001,12.600,29.400,25.500,37.301,0.500
43.839,68.401,14.800,31.900,26.700,40.401,0.500
43.840,78.601,15.600,32.400,26.200,41.201,0.500
43.841,85.801,14.900,30.500,24.100,39.401,0.500
43.842,88.501,12.800,26.500,20.800,35.501,0.500
43.843,86.201,9.800,21.100,17.100,30.400,0.500
43.844,79.601,6.600,15.200,13.700,25.400,0.500
43.845,70.301,3.400,9.900,10.800,20.900,0.500
43.846,59.901,0.600,5.400,8.300,16.900,0.500
43.847,49.501,-2.100,1.900,5.900,13.000,0.500
43.848,38.701,-4.700,-1.100,3.200,8.800,0.500
43.849,26.700,-7.300,-3.800,0.200,4.100,0.500
43.850,12.900,-9.900,-6.300,-2.700,-0.600,0.500
43.851,-2.500,-12.400,-8.700,-5.200,-4.600,0.500
43.852,-17.800,-14.700,-10.600,-6.800,-7.400,0.500
43.853,-30.800,-16.700,-11.900,-7.600,-8.700,0.500
43.854,-39.901,-18.300,-12.300,-7.700,-8.600,0.500
43.855,-44.401,-19.500,-11.900,-7.300,-7.700,0.500
43.856,-45.301,-20.100,-11.100,-6.700,-6.200,0.500
43.857,-43.701,-20.200,-10.100,-5.800,-4.500,0.500
43.858,-41.001,-19.800,-9.000,-4.700,-2.800,0.500
43.859,-37.801,-19.000,-8.000,-3.200,-1.200,0.500
43.860,-34.101,-18.000,-6.800,-1.500,0.500,0.500
43.861,-29.900,-17.200,-5.500,0.600,2.100,0.500
43.862,-25.100,-16.600,-4.100,2.700,3.800,0.500
43.863,-20.000,-16.200,-2.700,4.600,5.300,0.500
43.864,-14.800,-15.900,-1.400,6.000,6.500,0.500
43.865,-10.100,-15.500,-0.400,6.700,7.400,0.500
43.866,-6.200,-15.200,0.300,6.600,7.900,0.500
43.867,-3.100,-14.800,0.800,6.000,8.100,0.500
43.868,-0.800,-14.700,1.200,5.200,8.200,0.500
43.869,1.200,-14.900,1.400,4.500,8.500,0.500
43.870,3.000,-15.400,1.700,4.300,9.100,0.500
43.871,4.800,-15.900,2.100,4.600,10.100,0.500
43.872,6.500,-16.200,2.800,5.300,11.200,0.500
43.873,7.700,-16.200,3.500,5.800,12.000,0.500
43.874,8.200,-16.100,4.100,6.000,12.400,0.500
43.875,7.700,-16.100,4.200,5.500,12.300,0.500
43.876,6.700,-16.200,3.500,4.800,12.100,0.500
43.877,5.500,-16.600,2.200,4.200,12.000,0.500
43.878,4.500,-16.900,0.800,4.100,12.200,0.500
43.879,3.600,-17.200,-0.500,4.500,12.700,0.500
43.880,2.500,-17.200,-1.100,5.300,13.200,0.500
43.881,1.200,-17.300,-1.000,5.900,13.600,0.500
43.882,-0.400,-17.400,-0.300,6.100,13.800,0.500
43.883,-1.700,-17.500,0.900,5.800,13.800,0.500
43.884,-1.800,-17.700,2.400,5.600,13.900,0.500
43.885,-0.300,-17.700,4.000,5.600,14.400,0.500
43.886,2.600,-17.400,5.500,6.000,15.200,0.500
43.887,6.000,-17.100,6.600,6.600,16.100,0.500
43.888,8.600,-16.800,7.100,7.200,16.700,0.500
43.889,9.500,-17.000,6.700,7.300,16.900,0.500
43.890,8.700,-17.500,5.700,7.100,16.900,0.500
43.891,7.200,-18.100,4.500,6.700,16.700,0.500
43.892,5.900,-18.800,3.500,6.400,16.600,0.500
43.893,5.400,-19.300,2.700,6.300,16.600,0.500
43.894,5.700,-19.600,2.300,6.300,16.800,0.500
43.895,6.000,-19.800,2.200,6.100,17.000,0.500
43.896,5.900,-20.100,2.200,5.700,17.100,0.500
43.897,5.500,-20.500,2.400,5.000,17.000,0.500
43.898,5.400,-20.900,2.800,4.100,16.900,0.500
43.899,6.100,-21.500,3.500,3.500,16.600,0.500
43.900,7.500,-22.000,4.400,3.400,16.100,0.500
43.901,8.700,-22.500,5.300,3.900,15.500,0.500
43.902,8.600,-22.600,6.000,4.900,15.000,0.500
43.903,7.000,-22.400,6.600,5.900,14.900,0.500
43.904,4.400,-21.800,6.900,6.700,15.300,0.500
43.905,2.600,-21.000,6.900,6.900,16.100,0.500
43.906,2.900,-20.100,6.800,6.400,17.000,0.500
43.907,5.300,-19.500,6.600,5.500,17.700,0.500
43.908,8.900,-19.400,6.600,4.500,17.900,0.500
43.909,11.800,-19.700,6.900,4.000,17.600,0.500
43.910,12.900,-20.200,7.600,3.900,17.100,0.500
43.911,11.900,-20.800,8.500,4.300,16.800,0.500
43.912,9.700,-21.500,9.400,4.900,17.000,0.500
43.913,7.600,-22.100,10.000,5.300,17.700,0.500
43.914,6.400,-22.800,10.200,5.500,18.600,0.500
43.915,6.200,-23.300,10.000,5.400,19.300,0.500
43.916,6.800,-23.600,9.500,5.300,19.600,0.500
43.917,7.700,-23.600,8.700,5.100,19.600,0.500
43.918,8.700,-23.300,7.700,5.100,19.400,0.500
43.919,9.600,-23.000,6.500,5.100,19.300,0.500
43.920,10.600,-23.200,5.200,5.300,19.400,0.500
43.921,11.400,-23.800,4.000,5.500,19.500,0.500
43.922,12.200,-24.600,3.000,5.700,19.700,0.500
43.923,13.000,-25.400,2.500,5.900,19.600,0.500
43.924,13.700,-25.700,2.200,5.900,19.400,0.500
43.925,14.400,-25.600,2.100,5.700,18.900,0.500
43.926,15.000,-25.200,1.900,5.100,18.400,0.500
43.927,14.900,-25.200,1.600,4.300,17.800,0.500
43.928,14.000,-25.800,1.200,3.300,17.100,0.500
43.929,12.200,-26.700,0.900,2.500,16.400,0.500
43.930,10.300,-27.700,0.900,2.100,15.900,0.500
43.931,8.800,-28.100,1.300,2.200,15.700,0.500
43.932,8.500,-27.700,2.000,2.900,15.900,0.500
43.933,9.200,-26.800,2.900,3.900,16.500,0.500
43.934,10.600,-25.900,3.700,5.100,17.300,0.500
43.935,12.000,-25.200,4.200,6.200,17.900,0.500
43.936,12.800,-25.000,4.300,7.000,18.100,0.500
43.937,13.300,-25.000,4.000,7.400,18.200,0.500
43.938,13.600,-24.700,3.500,7.600,18.300,0.500
43.939,13.900,-24.100,3.100,7.400,18.400,0.500
43.940,14.100,-23.200,2.800,7.000,18.600,0.500
43.941,13.400,-22.400,2.600,6.400,18.600,0.500
43.942,11.400,-22.100,2.300,5.600,18.300,0.500
43.943,8.200,-22.500,1.900,4.800,17.700,0.500
43.944,5.000,-23.200,1.500,4.100,16.800,0.500
43.945,3.100,-23.900,1.200,3.600,16.100,0.500
43.946,3.500,-24.300,1.100,3.300,15.500,0.500
43.947,6.000,-24.400,1.200,3.000,15.200,0.500
43.948,9.300,-24.400,1.200,2.800,14.800,0.500
43.949,11.600,-24.600,1.000,2.500,14.400,0.500
43.950,12.100,-25.000,0.600,2.300,13.800,0.500
43.951,11.000,-25.500,0.200,2.400,13.200,0.500
43.952,9.700,-25.800,0.200,2.700,12.700,0.500
43.953,9.000,-25.500,0.900,3.400,12.400,0.500
43.954,9.200,-24.600,2.300,4.000,12.300,0.500
43.955,9.400,-23.300,4.200,4.400,12.200,0.500
43.956,8.600,-22.000,6.000,4.600,12.300,0.500
43.957,6.700,-20.800,7.400,4.500,12.300,0.500
43.958,4.800,-19.900,8.200,4.500,12.300,0.500
43.959,4.200,-19.100,8.400,4.600,12.400,0.500
43.960,5.400,-18.400,8.200,4.900,12.400,0.500
43.961,7.800,-17.700,8.000,5.200,12.400,0.500
43.962,9.500,-17.100,7.900,5.300,12.300,0.500
43.963,9.200,-16.500,8.000,4.900,12.200,0.500
43.964,7.000,-16.100,8.200,4.200,12.200,0.500
43.965,4.600,-15.500,8.600,3.600,12.400,0.500
43.966,3.700,-14.900,8.900,3.300,12.600,0.500
43.967,5.200,-14.200,9.200,3.300,12.800,0.500
43.968,8.100,-13.600,9.300,3.500,12.700,0.500
43.969,10.300,-13.100,9.200,3.500,12.300,0.500
43.970,9.900,-12.900,9.000,3.200,11.600,0.500
43.971,6.700,-12.800,8.700,2.700,10.800,0.500
43.972,2.200,-12.500,8.500,2.500,10.100,0.500
43.973,-1.400,-11.800,8.600,2.900,9.900,0.500
43.974,-2.200,-10.600,8.900,4.100,10.300,0.500
43.975,-0.400,-9.100,9.700,5.700,11.200,0.500
43.976,2.700,-7.700,10.800,7.100,12.300,0.500
43.977,5.400,-6.600,11.800,7.800,13.100,0.500
43.978,6.400,-6.100,12.500,7.600,13.100,0.500
43.979,6.000,-5.900,12.700,6.800,12.400,0.500
43.980,5.000,-6.000,12.400,5.700,11.000,0.500
43.981,4.800,-6.100,11.800,4.800,9.400,0.500
43.982,5.900,-6.100,11.100,4.200,8.200,0.500
43.983,8.000,-5.700,10.600,3.800,7.700,0.500
43.984,10.200,-5.200,10.300,3.500,7.700,0.500
43.985,11.300,-4.600,10.000,3.100,7.900,0.500
43.986,10.800,-4.200,9.700,2.500,7.900,0.500
43.987,8.800,-4.100,9.200,1.800,7.600,0.500
43.988,5.800,-4.400,8.700,1.100,7.100,0.500
43.989,2.700,-4.800,8.200,0.600,6.600,0.500
43.990,0.400,-5.200,7.800,0.600,6.400,0.500
43.991,-0.500,-5.200,7.600,1.100,6.600,0.500
43.992,0.200,-4.900,7.600,2.100,7.000,0.500
43.993,2.500,-4.500,7.900,3.300,7.300,0.500
43.994,5.700,-3.900,8.400,4.300,7.300,0.500
43.995,9.000,-3.600,8.900,4.800,7.100,0.500
43.996,11.500,-3.300,9.300,4.500,6.600,0.500
43.997,12.400,-3.100,9.700,3.600,6.000,0.500
43.998,11.400,-2.800,9.800,2.400,5.400,0.500
43.999,9.400,-2.400,10.000,1.400,4.900,0.500
44.000,7.400,-2.000,10.200,0.700,4.400,0.500
44.001,6.600,-1.800,10.600,0.500,3.900,0.500
44.002,7.300,-1.900,11.000,0.600,3.600,0.500
44.003,8.800,-2.100,11.300,0.600,3.500,0.500
44.004,10.000,-2.300,11.300,0.500,3.600,0.500
44.005,9.700,-2.500,10.900,0.200,3.700,0.500
44.006,7.700,-2.800,10.100,-0.200,3.500,0.500
44.007,5.000,-3.300,9.100,-0.600,3.000,0.500
44.008,3.000,-4.000,8.200,-0.600,2.300,0.500
44.009,2.800,-4.800,7.600,-0.300,1.900,0.500
44.010,4.300,-5.400,7.400,0.300,1.800,0.500
44.011,6.700,-5.500,7.500,1.100,2.200,0.500
44.012,8.700,-5.100,7.800,1.600,2.800,0.500
44.013,9.400,-4.600,8.100,1.700,3.100,0.500
44.014,8.900,-4.300,8.200,1.400,2.900,0.500
44.015,8.000,-4.400,8.100,0.900,2.400,0.500
44.016,7.800,-4.800,8.000,0.400,1.900,0.500
44.017,8.500,-4.900,7.900,0.300,1.800,0.500
44.018,9.800,-4.600,8.000,0.500,2.300,0.500
44.019,10.800,-3.700,8.200,0.800,2.900,0.500
44.020,10.700,-2.500,8.400,0.900,3.400,0.500
44.021,9.600,-1.500,8.400,0.700,3.300,0.500
44.022,8.200,-1.200,8.500,0.300,2.700,0.500
44.023,7.400,-1.400,8.700,0.200,2.000,0.500
44.024,7.700,-1.700,9.300,0.500,1.500,0.500
44.025,8.500,-1.700,10.400,1.400,1.600,0.500
44.026,8.900,-0.900,11.800,2.400,2.200,0.500
44.027,8.100,0.400,13.400,3.300,3.100,0.500
44.028,6.400,1.800,14.900,3.700,3.800,0.500
44.029,4.900,3.000,16.200,3.800,4.100,0.500
44.030,5.000,3.600,17.400,3.900,4.200,0.500
44.031,6.900,4.100,18.700,4.500,4.300,0.500
44.032,9.900,4.600,19.900,5.600,4.500,0.500
44.033,12.200,5.400,20.900,6.900,4.900,0.500
44.034,12.700,6.200,21.300,7.800,5.100,0.500
44.035,11.300,6.500,20.900,7.600,4.800,0.500
